Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia
34,f4e029ce-0d39-4395-8148-57602c9b0faf,2019-06-28,5,1400,896733,75881,0,1
42,9cb772c1-ea91-47ec-88dc-61dd018a79cc,2020-11-21,11,841,549095,58189,0,0
39,a78e9a3c-50c4-4666-90fe-7578da649cf5,2013-01-28,14,3384,1880340,143139,1,0
56,527808f5-3726-4d79-a310-d83c2724b7a1,2022-11-12,20,423,404621,18786,0,0
52,1bbfe163-7a6f-4ec8-b1da-c918f782c6f2,2000-04-09,24,7408,3560874,189397,3,0
43,384405d9-5cce-43e5-a9cc-7417992c780e,2014-06-29,15,2768,1476109,179912,3,0
33,2c279e92-fe91-41e7-b765-bc5ddf282f8d,2018-10-11,8,1623,1413843,85935,0,0
31,9979a029-7a5e-4573-9974-67281f12f4a1,2020-07-27,7,1221,615090,74290,0,0
49,14eafea8-3c34-493b-8de4-9f306ad44a3e,1996-01-28,23,7507,2791785,267330,1,0
42,f72ac91c-5475-41a9-b118-a87f5883a854,2020-04-27,16,1113,579351,52764,0,0
43,ebfe37f4-30d6-4212-8c61-29a959713b55,2020-09-08,19,1001,775210,45777,0,0
26,3434db2e-d37c-49bf-b83d-1abfb2ad125e,2023-03-05,1,484,179181,18206,0,1
47,44eec428-134e-44bb-8237-f032795de163,2006-05-26,18,5880,1986311,323496,2,0
43,b08f755d-4904-4c7e-92f1-e22dcc391175,2001-05-15,17,4816,3811126,197949,4,1
31,13228590-773b-4010-a4cc-8d3bf5a08514,2021-07-30,3,825,430034,52424,0,0
36,6be74d51-c507-4c90-b68b-6ac6366b8f74,2009-09-08,14,3261,1928692,177337,0,1
42,473ddee0-8778-46e8-b732-3af1339fbcbb,2018-01-15,7,1745,1134133,105066,0,1
40,9dad9998-2a62-47d9-a2da-dd268fbb961c,2011-03-21,5,2819,1490781,125675,1,0
37,c8fbfbf0-003c-4f7b-82d8-c6f505a4de3a,2023-06-24,15,495,143227,29290,0,0
39,c0cbfe8c-1c12-4dfc-a349-529cfd0eabd8,2014-10-03,4,2058,908256,107412,0,0
37,72b2b495-b2d9-46a9-927c-8e7044021325,2013-01-17,7,3390,1755096,261798,0,0
41,be17f842-223b-4a92-8eac-c20801ff1409,2012-11-29,8,2716,1659019,177589,0,0
51,ae20768c-e496-4bbe-9ad0-76187af0fe00,2017-04-10,28,1985,849021,119810,0,0
20,d326ea20-d9fc-4333-abbf-f2274a0ba885,2024-03-01,0,211,93913,18469,0,1
38,6d418363-51fa-409f-910b-69114592528a,2006-09-19,13,5337,2212450,292265,4,1
41,a0a377ab-3ff3-44c6-85c0-9ae083b9592c,2014-07-13,17,3415,1706324,101278,0,0
42,d4a4a09b-67b2-447c-9323-080a7a89a932,2010-03-09,14,3220,1549029,162407,0,0
37,3528d2e8-0370-437d-99e2-f180cddcfa5a,2010-09-27,16,4643,1564815,217157,0,0
25,00576231-5cab-40ac-ba4d-8bc421dfa3d9,2022-12-17,4,507,205080,37535,0,0
42,5456b391-0099-4e19-a858-77a2822e3f28,2005-02-28,9,5283,2342354,212530,1,0
53,6eb49f8a-6950-411f-924b-c73c5a1a5d7e,2016-01-18,32,2599,1255564,133012,0,0
27,060c6fd1-ca0a-4f3c-8165-87dd0a2f028a,2018-09-27,4,1360,1218594,67677,0,0
46,d5c8d974-84c7-458e-b4d1-a95f9c1c715a,2021-04-03,0,968,524679,74641,0,1
37,d125cc48-d48f-4340-955e-3e8867a8f259,2019-04-08,4,1135,744650,43949,0,1
39,0e3189fc-22ee-4e3f-ac57-0a17725aafa0,2014-01-13,12,3165,1703376,134811,2,0
31,5d95c933-e8dc-4581-86c4-2d21f8fed4a4,2018-05-25,1,1647,1002883,50408,0,1
37,17317057-f5f7-4d09-8fd3-22878970d41a,2009-09-20,10,4832,1713663,164102,0,0
50,85c0aa04-66d5-468f-9539-24965a5b1eaa,1995-04-19,11,6650,5827203,121711,1,0
44,84ca2e28-de25-40ef-9483-7c889bb0e4ca,2021-08-05,13,1133,453856,74375,0,0
53,5836b797-1dce-4cb6-b17c-aa54c8368fc6,2016-04-20,0,1801,1194161,94332,0,0
49,a360bd34-4acb-4aa3-8dd4-23d1ec9b9d95,2013-10-20,25,3082,1635547,194363,3,0
43,d0625519-d7c1-470a-a2dc-abfb91254927,2013-02-27,8,2732,1656082,189257,0,1
53,7c65a580-37f7-4cc1-82fa-9bf8348c5c62,2009-11-07,4,3203,2640073,142037,0,0
43,d77884ae-26c3-42e5-89a5-c6dcd3edf158,2004-06-27,10,4059,2286800,211476,2,0
46,29e7a17a-4291-48e9-a9e0-70baeebc4a55,2004-02-23,13,5851,3168072,169497,0,0
37,e0ddae70-a237-48fd-9c6a-11ab187d3832,2023-11-06,11,285,174682,21286,0,0
40,222c87af-b122-40f2-92fb-a0221432668e,2015-01-27,11,2687,1579885,94432,0,0
34,c5389c86-e714-4d98-a40e-a8b555fa0d8c,2015-07-09,0,3141,1172458,234695,0,1
47,f1ede8f9-ef12-4185-808f-d8db704078f1,2011-09-29,24,3070,1578281,206531,0,1
30,ec9ba64e-7de4-403b-9438-27ed1c4d9995,2022-11-11,5,432,343603,19228,0,0
46,9a154b47-f3a3-4fb7-95e6-fd1fc5e0350e,2013-11-02,2,2304,1566431,99792,1,1
38,e94d98aa-303a-43ee-b8be-59ab878f2d82,2016-10-05,14,1680,872751,110308,0,0
49,76e0a6bc-3734-4aad-a62d-8e49b4c9de65,2018-09-23,19,1611,1075932,82323,0,0
46,b64898a6-da7e-43a2-9c85-a589d4a81555,2004-07-07,17,6017,3081666,219147,1,0
54,39b4015c-9cde-4002-9479-c685270a841c,2014-11-07,14,2330,1296087,116491,0,0
45,e19496fd-593d-44fe-babc-4c5a256659b6,2009-06-14,10,3204,1793675,230892,2,0
27,8cd5b373-774a-4095-8aed-33d0c364a6c6,2020-07-23,4,1272,637697,75639,0,0
39,9d4c85f7-6a10-4886-8533-bc6a0e78aa48,2007-07-05,1,4001,2597907,280955,0,1
30,743f2782-6375-4724-9452-3e83283be4ea,2022-12-12,3,591,180203,43648,0,1
35,414e4c2a-254a-45cf-9d8b-077d8f4cb42b,2022-06-15,15,864,376253,35191,0,0
52,39e91c62-f493-44dc-b93d-ddaf14aeefda,2015-06-19,21,2184,1425010,179030,0,0
45,d76a721c-c2a1-43bb-b0f1-cdb50940dc8f,2013-05-24,10,3030,695595,228766,0,0
34,6332b22f-e7d9-4fd7-b905-c5f9ae42ce4f,2019-12-28,3,1554,691163,98960,0,1
31,72980dd0-7ff6-4e1e-8556-8e412599fd8d,2015-10-11,8,2663,1390695,158043,0,0
40,66b81917-b8e0-4a9c-b932-4702d34b7a48,2019-04-07,5,1725,854393,68560,0,0
30,714e3e57-72e3-47e9-83f6-3d514c0a46c7,2023-04-27,1,545,279168,18811,0,1
34,4ae3b233-5f4d-45f4-9863-431606e55daa,2018-05-18,2,1774,802686,101940,0,1
42,2ff7c814-34fd-4c78-ad36-a3137a32e17d,2007-03-01,16,4697,1754259,307578,7,1
49,acd36276-b109-4414-a1fc-8ad74fa55bcb,1999-07-08,19,7377,1929999,364944,5,1
44,812d3ce8-8ee8-407a-b6be-d5c4bb425bf2,2006-07-30,1,5289,2969358,257134,2,1
21,5ffb3eb7-d895-49b1-b067-669afea8b2c5,2023-08-11,0,436,230747,36862,0,1
42,ce7a6a0f-242d-4bf3-a0cb-0e9dae366368,2008-03-30,14,4034,2740700,167465,1,1
40,075a24c8-874b-4a31-aa4e-dc5a3ea83191,2010-07-19,11,4438,1558927,276694,0,1
43,9581df63-1612-4a0b-b876-192897e82711,2018-10-12,16,1386,966163,111125,0,0
52,7c50b4c8-95bf-4a53-afea-7c51954f0045,2008-03-16,5,3482,1423291,187512,2,1
23,98e67364-e922-4831-9eda-9676a89ddff1,2021-11-09,2,770,338772,45931,0,1
35,99462db0-1edf-4d91-9dbb-2f94c894db33,2019-05-31,14,1263,756524,78076,0,0
44,2f1399cf-b8ae-4cd0-8af7-f4149d33120e,2008-06-25,15,4662,2455823,74143,2,0
27,bbd2a6dd-680c-4aeb-8e09-c1852d076901,2020-10-18,1,944,772491,60295,0,1
51,a861f8bf-87c1-4104-be7b-015156afb44a,2009-08-02,21,4339,1882222,236483,0,0
42,8dea8fc2-e14c-4992-a4e0-80e23513108f,2022-03-09,7,767,305445,50088,0,0
46,e39f06c7-decf-4b88-a478-842617e91f2f,2006-11-09,1,3751,1849812,210532,1,0
35,a5db91d8-72f6-401e-9fd2-a1cdaf53ffef,2011-03-11,4,3079,1505538,162817,1,0
46,5161adb8-b9d4-4e58-a0e0-b5b81fcc2950,2020-06-28,24,1209,900753,34624,0,0
48,25c3367b-9ea9-440c-9104-3322c7b92dcb,2013-12-03,11,3257,1685717,219190,2,0
41,316a754b-ed29-42cb-a1af-c7c83bd9163f,2023-02-22,19,486,323983,27826,0,0
41,93edb1b7-50f4-48a2-b80c-a921e47aec02,2023-07-18,11,351,195881,19112,0,1
42,fd278261-33ac-4dbf-8645-705d673f51aa,2002-05-30,11,5136,2907753,283382,0,0
33,428f49e4-5536-4820-a77c-c4d4da9bcb21,2017-10-03,0,1455,1098476,104758,0,1
38,36fdab36-6672-42ec-a253-3c239fb4f048,2017-10-09,12,1377,835747,88429,0,0
38,55652985-2c98-4700-a4bb-debafd0abc18,2019-03-23,2,1929,708928,131790,0,1
43,d6573bca-6a7e-439b-9db0-f28940f42dde,2001-08-22,11,4627,2543435,154970,0,0
47,f47feb12-b4cb-48de-9ae8-5152de50e23b,2017-05-12,7,1567,895471,90894,0,1
31,584fabef-8204-48d4-91f6-401773537928,2016-03-10,4,2781,1160144,192936,0,1
38,ac095a2f-d83b-4199-b322-5c1e4ee47744,2019-01-23,10,1706,633622,84046,0,1
51,f98406b3-a2a7-4af2-bf86-137d2e05d8fc,2022-02-14,0,749,414267,34928,0,1
34,c538fa56-716a-4b36-a20b-16d1f2a588d3,2014-08-10,4,2929,1437387,152093,1,1
33,fff02116-a5d1-4ba6-879a-5950748c9bf9,2024-02-23,13,325,124865,21495,0,0
41,2435fe16-4dde-46d8-b06f-a47483502a66,2009-12-26,1,2992,1573405,188686,2,1
46,0687217e-ad2e-483a-b64a-0105885a26ef,2017-08-29,8,1637,982366,62126,0,0
40,57db4bdc-0bec-4f50-8128-a707b9358f07,2009-04-03,6,4905,1799129,80106,0,1
50,4bb708a6-f59b-4723-aaea-61f29d51d139,2001-11-10,11,6913,3010928,274200,0,0
46,752566de-52ae-4364-be7e-f4f836a90c28,2005-05-09,18,6495,3168284,126642,5,0
46,4e98e2a7-72fc-4ee8-82c1-d638ca6a7478,2023-07-13,6,373,149109,20457,0,1
44,b15e5b8d-5193-4e16-9c63-8e6f0c72c920,2007-04-16,11,5732,3420405,63892,1,0
58,6f906bef-f0ea-4f05-8bb2-3a57219937b2,1995-06-22,25,6913,3732828,287761,0,1
38,687a4121-96ca-41b8-82c2-7364a865b695,2019-10-20,6,1539,750193,96851,0,1
23,a0ff2961-c7f7-407c-9d3f-d21b4ca0070a,2023-05-06,3,567,192703,38938,0,0
52,fe20c956-b92b-4142-a57a-67e1285836e2,2000-08-03,32,5101,3961799,191617,2,1
36,b4223473-9af1-41d4-b371-8fcd07977460,2021-08-08,2,757,442274,22925,0,1
40,f10e9d57-d9dd-43a1-84bd-beb470d46942,2010-12-18,7,3798,1651906,141127,0,0
50,5995566d-f346-4683-81fd-604012bb174f,2002-04-15,6,6998,2539879,227405,1,1
27,9a0032bb-fe14-4cb1-aa5c-f6ed9428db9c,2023-11-28,1,243,150790,12818,0,0
29,11ad6096-a8b0-4e95-8906-8e8a9ec78faa,2019-03-09,4,1835,837493,96272,0,0
27,93bf3c18-0bc8-4b73-b75c-dd1ccc7f5e56,2020-02-20,4,1169,667982,74616,0,1
33,70026170-f854-4957-a8d0-54a9fdc78546,2020-03-23,5,1195,625647,90156,0,1
43,98fda676-7ac7-49ab-9c12-1f31b7ebdb80,2004-01-10,6,4910,2262919,142689,8,1
44,6ca0671c-1fba-463d-9f06-cf90bbd5c5c1,2020-04-06,6,1547,516354,92366,0,0
42,17392723-3e67-4723-bd36-a038fc40e960,2016-02-28,22,1816,1029884,124383,0,0
28,e4457d41-c13d-4246-9527-97ac622d73e6,2017-05-19,8,2074,1099735,87595,0,1
21,4857b108-a4df-4108-bd1d-0f969bd2567f,2023-12-23,0,242,174893,14891,0,1
40,21f46825-c28d-4481-9cee-757876a80a0a,2007-10-01,13,5543,2631949,212521,2,0
36,49f8c5a9-7330-4c59-93f2-70ed1e12d45e,2022-11-26,7,676,289003,42527,0,0
43,e832b8e4-8fe2-4050-a79b-4f4b5eeaf1a1,2012-12-02,16,2654,1702423,161427,0,1
45,3c7e78aa-2e34-41a3-8db8-8dfd25541a77,2022-04-14,15,651,354023,41967,0,0
41,c8faa645-e7f1-4092-be71-e0d8f64e3fdb,2009-12-09,19,3629,1171236,185531,3,1
46,538a00ec-23c0-43bd-b317-1e5eec4b4e29,2003-08-17,1,5209,2617554,154900,5,1
41,d9d47313-6fc6-4f1a-8fa6-f28f9c8d07ac,2006-05-01,7,5688,2201100,246849,5,1
44,c5370766-1d34-4d16-a507-46e1ffad5fad,2000-08-19,24,6503,2391212,280215,4,1
34,4427e046-b7e4-400e-8e8a-53a8a31e6eb3,2014-10-06,2,2549,1157207,105934,0,1
38,1a14dfe8-9933-4bcb-a8a1-8310da913b1b,2010-05-02,2,4267,1954493,218707,1,1
41,2cfc4c98-1f64-4c90-a844-e92dfbae5335,2013-07-21,16,2897,1099862,212234,0,1
46,f5b6385b-945f-4bb7-847b-300d5c6d4cb1,2000-06-14,20,4975,2645856,190526,0,0
36,5f5afea0-5713-4475-bfce-2dc0aa5d3068,2013-11-15,11,2239,1954083,94063,0,0
44,cd03a549-8e88-4d64-9b32-169ff3be2df8,2002-12-23,19,5108,1797333,208094,0,1
37,137cf928-9d1f-43de-a8cd-692eb9c524b2,2020-03-02,12,1352,612005,46873,0,0
39,19f4d607-e1e6-48ce-bda7-05eb81e5adfd,2014-09-26,2,2109,977752,185284,0,1
46,264a17cd-708c-43ad-8c8f-ddcb2184bd01,2005-03-16,16,5249,2113145,209667,0,0
24,3cd5ec8d-2d84-4d4b-9fb7-b9ef3e5dab7f,2023-05-11,3,401,220559,20203,0,1
29,db7a6069-12a0-4d0f-bd0e-2dff57e3a36b,2022-04-07,8,824,286982,37239,0,0
28,b04250c4-f4b9-4a0c-9c4e-4f4dc404bcb0,2016-05-07,2,1646,1274844,84726,0,1
21,028236e3-47ae-4fce-ab09-40f32e98a12b,2023-09-25,0,359,239582,18902,0,0
34,9020769e-fdcd-4a73-bab3-d588e697c1a8,2021-08-15,11,674,540030,56918,0,0
45,5c98e785-0a04-4159-b14d-7c5f3c1e38c1,2015-11-20,6,2142,1463943,78417,1,1
37,66b9b45b-912b-481a-9b7e-b8a1817749b7,2017-06-01,0,1432,678127,53984,0,0
41,f9a475fe-c0e1-44f3-999b-c57151f334c1,2011-02-03,18,3534,1699049,200559,0,0
48,7867bbb9-596a-4851-b036-2ac02fb19cf3,1998-05-04,14,7905,3795683,182486,8,1
50,2daf1c5c-0d03-4a1e-8aa7-4b39073ef113,1995-07-29,10,5837,4536066,177355,3,0
39,0ee104d7-1e75-446e-bd75-3b927c245b13,2011-10-17,0,3878,2394470,175721,0,1
50,5b44e35e-68b8-42da-a33c-eda052d3c2dd,2003-11-19,1,5702,3385321,187016,1,1
40,47a11794-c15d-4fff-b2f6-17506160fcf3,2017-09-25,16,1904,1144545,103333,0,1
33,5e48a71a-e883-4bdc-9a19-7c94c2b86eb6,2013-01-11,6,3278,2484967,86372,0,0
35,1164d392-d996-4cc6-bef2-3af773471308,2020-11-25,2,987,556946,35171,0,1
28,1eaec53d-2988-42c1-b13f-83e4fd861c8d,2023-04-26,3,529,220640,27758,0,0
32,c84b1be4-fc1f-4261-8e06-a26e1c58df87,2012-06-30,2,3756,1685100,128989,0,0
37,0c695795-098a-44c0-9c81-1287dda721f6,2009-06-27,2,4645,1584932,239200,1,1
46,5ceec541-1bbb-4453-8856-f98dc6668673,2016-04-11,7,1972,1153663,61124,0,0
53,eb6f9f3d-934d-4321-853a-9b5cdf3fa384,2004-08-07,18,5720,1591219,250318,0,0
28,691e3f47-fdd0-492e-bde2-4b4667e5186f,2020-06-07,1,966,531599,57205,0,1
43,158cec79-cca5-441f-8b9a-3f24fc3e8c6d,2016-09-27,8,2148,1048559,118870,0,0
31,282bbb6a-3435-4d09-8a00-3ee0bba493c6,2021-01-05,5,759,645771,51364,0,0
43,babdc37e-36fc-4762-9b1a-626a73db3f6c,2021-01-15,10,869,660964,48469,0,0
38,e014f215-0997-435c-a965-13ec26699697,2014-04-14,2,2991,1084546,136381,2,1
25,5605cb66-e250-4148-8fef-832d9afda004,2021-12-07,0,1002,608977,77327,0,0
47,8e1f1106-9e21-4ea5-b1c5-2e33cd26e361,2010-05-07,0,2812,1958439,134398,5,1
35,defc4c7b-bc6b-405d-b05c-6438e805bbec,2020-12-08,5,1116,570050,91187,0,1
35,6330a78c-dc99-471b-a906-0c5c472290a3,2010-02-05,11,4153,1213876,203562,1,0
31,d2248f4d-d2cb-4b92-bffd-de9ca0d40c57,2017-02-23,1,2556,879557,141025,0,0
34,4d3adc44-91f7-4c5d-8c19-ab3ba35d8785,2011-08-01,11,3780,2153004,158184,0,0
43,94b57cc4-077e-48a2-86ee-995149942fe8,2021-08-27,17,693,466112,45831,0,0
38,b6ec2afd-ea6e-4dc4-a4ba-a364551bfd1c,2012-12-17,0,2490,1598392,119614,0,0
42,c27e23ae-a90b-4ca4-a1f2-7af95869d652,2005-06-28,0,5420,2645696,213406,0,1
42,276f15dd-b9be-4f68-b1e1-75d8401e896a,2016-11-21,4,1771,708790,147575,0,1
50,c5cc2e94-da27-473a-baac-10977c1acd0b,2018-07-06,1,2117,831719,149627,0,1
37,ce347a76-7262-4997-ace5-8b3157c49067,2019-08-31,9,1744,929496,120927,0,0
28,78d5c5cb-331c-4634-9d5c-6f69b763beea,2021-12-26,0,1021,507283,40600,0,1
48,f28793de-be22-44b3-9228-e42a55ffd016,2011-08-27,23,3045,1677821,110996,0,0
37,f803fe14-641d-4e59-bea9-66f3a56d6d8c,2018-08-18,8,1878,1134048,106302,1,1
48,edafd520-5d4a-4b83-aa28-f0265adb2853,2016-07-29,21,2400,781966,165278,0,0
43,14b5a306-891a-410d-bee3-61c8cc0d5fdb,2009-04-05,18,2987,1581582,142371,0,1
38,550a8a09-49b4-4f5e-b6a0-5644c1f8da38,2023-03-19,9,432,355851,22477,0,0
42,132f8f1a-b21c-4565-8b0f-0e29b746e581,2016-09-06,21,1805,1227544,136608,0,0
55,6c1f2cd3-5a0a-44db-89ed-357503e95b7d,2004-03-05,35,4970,2505931,253673,7,1
56,6680de35-b9df-46a8-8508-77c1419b3512,2019-01-26,13,1961,769248,140458,0,1
40,c836e692-359b-4834-9912-1d4d348631d3,2019-10-02,2,1657,564373,87665,0,1
41,b26f5f82-93dc-401a-8b38-004f1af67e68,2019-12-15,7,1174,708158,61250,0,1
48,9f428222-0612-41ba-8a39-4ea9b077161c,2024-02-21,6,266,136805,21278,0,1
33,2e16886a-0328-4102-89d4-fff0d05fe0a8,2018-01-04,7,1507,918706,82629,0,0
42,470508b3-4ed1-4455-bd3c-1f50de69a6e4,2023-04-24,8,413,174137,22582,0,0
39,d36164b0-e1d4-458a-9ce1-9f55a2c8d994,2018-12-26,9,1187,837754,54884,0,0
42,db5e0a0d-b10b-4c90-9e6c-46cac362536e,2002-04-18,17,6323,2569709,215871,0,1
33,6c5598e2-6d83-4fe4-87c1-94f7b4d7de76,2012-03-27,3,3601,1280237,230503,0,1
27,f0343bf3-0f99-4ea4-86a5-3cb13d417523,2022-08-30,4,763,412524,29093,0,0
23,383c6678-8681-43cb-8908-1513592413d3,2023-03-28,1,597,368598,42616,0,1
31,561659d6-efcb-441e-bd3f-b6647ef96d03,2019-01-26,9,1255,1125041,59120,0,0
36,424d61c8-6d64-4a6e-9c96-f6aac3bf5530,2010-08-31,10,4222,2129044,170269,1,0
37,baa08e42-204c-4bf2-b53c-9a795734fc8f,2010-07-13,0,2960,1757185,149903,0,0
55,b3e55b5f-4a20-4c37-a4ca-bf47e48d113a,2020-07-04,23,1104,585776,63367,0,0
48,a8a1d0ea-d9bb-43df-99be-258105f98b11,2020-09-07,4,1155,625685,64219,0,1
32,a813492b-681b-4ffc-85fd-1378697b259c,2019-03-03,9,1138,692872,61735,0,0
42,1f82a893-4b3c-4471-8acb-ddf0b7df9f13,2005-01-14,13,4136,3348415,141769,0,0
36,def6fa2e-153d-46c0-9ff3-ca0e0ff4cd77,2010-01-23,6,3356,1032274,255876,0,1
37,c438c97b-2e66-4a39-a0b8-1a284b28b17a,2022-05-05,12,568,336458,36260,0,0
41,a4ac8f8d-5404-4752-894c-3a63e207d713,2012-02-12,18,4163,1973532,170148,1,0
44,931596f3-ac1d-48ef-b0e4-6116503a1b5e,2020-06-07,19,1063,487965,55155,0,1
37,bc96cd51-0615-47fb-9193-b74208f01b10,2012-07-05,9,3237,1528902,148880,0,1
48,1925b5c1-f927-444d-b1a4-45e482e606cc,1998-07-11,20,8743,3867592,132293,0,1
30,c25d8dc0-ef75-4374-916a-2c83661ed77c,2019-08-16,4,1470,954238,98826,0,1
40,f134c098-84e6-40a8-b88c-5825a34a4911,2022-07-04,16,645,239336,33400,0,0
60,e20a1618-3a77-4094-8aee-3575bd4aaa9f,2007-05-19,33,5663,1562639,117173,0,0
41,0d0deb4b-ad6f-4f9c-a4ce-99df4e47d216,2015-08-05,3,2059,959014,121584,1,0
51,763fbea3-a7a8-41b3-becc-a5272dfaebb6,2000-08-31,7,5116,2031170,237774,0,0
40,a575513f-c47e-4ffa-af06-4661c71105a0,2017-05-13,5,2034,662933,103239,0,1
44,89d04f5f-69a1-487b-afaf-77a1e476df52,2003-03-08,4,5386,2185390,302630,1,1
39,b946d072-bc99-43f5-acfc-c2de871abf85,2018-12-20,7,1852,1015361,31973,0,0
38,4e2e544a-ef87-4a91-ac48-aaf526a2a8b9,2021-05-02,3,723,454722,63251,0,1
33,2667d25a-a7b3-4423-b791-653673a9f07f,2020-03-08,8,1358,641215,101918,0,0
43,34da532a-49d3-41ef-9fb7-1ce61180bd38,2023-05-13,2,516,180004,27861,0,0
33,95a2ab5e-e099-47ad-98a1-3fa74c9eb557,2020-07-06,3,1510,680760,77236,0,1
45,c81f69b3-459c-4512-a0b8-063b4bb17278,2007-09-04,17,3566,3194390,166170,0,1
48,8adc9037-dc47-40af-85fc-52b09fbc5ce0,2020-03-08,11,1088,507482,76179,0,0
42,b7258faf-15f3-4322-b849-13a4f9b117ea,2021-09-19,9,1099,614366,54191,0,0
37,e1a0fece-0450-4a83-b80f-2296ca29efa1,2021-12-01,14,892,449676,32594,0,0
43,38a75764-72ce-4dfd-a08e-ee67ff5a08b4,2022-05-20,23,523,356970,50730,0,1
37,c70fb885-5e7e-4751-8f69-a7573dc5b01a,2009-04-22,10,3075,2212601,189671,0,1
47,5da8f84b-ee1d-4138-8e16-796e84278a13,1998-09-10,2,7872,3686230,200964,0,0
25,4fe41084-70f1-4a6a-9247-9f70bd0f1e9f,2023-12-08,0,326,223857,21697,0,0
37,a9e66500-0cbc-4c60-ab22-fed490bacf1f,2011-04-03,17,3689,1989809,196284,0,1
24,6957d487-e1b2-4784-80bf-d2ed683bec2c,2021-03-21,3,1227,566728,86295,0,0
28,57a4b0db-4bff-402b-9711-1d76613b6452,2016-03-13,6,1953,1035817,53697,0,0
50,93cbd6d0-8cb1-46d8-811b-ef7634703a66,2014-01-31,20,2283,1688109,110077,0,1
47,ae20c3c1-823b-4729-b636-d9b4605ada1f,2016-06-18,5,2369,869031,119796,1,1
34,7b29a2d5-c661-4e69-bdd6-74d6bb4e50d2,2017-10-29,6,2285,961370,119908,2,0
27,864570fc-ad9b-4605-9020-477974972ea2,2018-03-05,6,1547,1482431,98894,0,1
20,a7a7f0a2-bafe-46e1-9c1a-f448d45a48f5,2024-03-01,0,281,54627,10156,0,1
35,29f3f708-c42d-4c06-bc4d-f5ea6670e11b,2017-02-04,3,1653,1086416,63084,0,1
59,fbcff1da-ee45-4485-9d51-50b22967ef64,2017-01-29,23,1679,1097718,79925,1,0
43,b9525b58-39b4-4f8f-b340-dc2ffc1a58c1,2007-06-16,3,5566,2145777,234158,1,0
35,cc6764cd-abdd-436e-b4fb-82e9d0e40b8f,2011-05-11,15,2759,1682538,177617,0,0
43,6067a581-b16d-492c-bffb-0110e8262424,2014-12-22,6,1897,1329918,151270,1,0
27,4747ec4d-e14d-4f15-b2fd-3bb2cec32882,2019-06-28,5,1679,683757,90962,0,1
37,29bb68ba-e2de-4307-bb65-6ca0f4eda11a,2017-05-14,4,1836,1047375,125665,0,1
40,53d6a708-e44e-4780-aeec-d5f74f8cb44a,2014-08-08,12,2541,1199803,164836,0,0
39,860214f7-df62-4e5d-9fec-26c094dfe37a,2014-03-14,13,3283,2049724,159550,0,0
46,bb2e401b-cca6-447c-85ca-9c19fb6e8020,2004-01-05,8,4419,2548335,201498,0,0
42,6bd4c813-bed3-4fa4-b8c2-c1df2cf15c0b,2002-09-04,18,6243,3249203,179288,0,1
45,90a9f098-29ef-4b23-abe7-82f5434789e7,2013-01-24,23,2763,1310132,110861,0,1
34,ed53bb8c-c084-49bf-840f-36e37dbb4dee,2019-05-18,12,1145,897713,48679,0,1
47,94a2dac6-ce3f-4224-a130-8ca049783e52,2014-02-01,9,3135,1653508,164598,0,0
53,aabf926d-3b52-4536-aea9-af97f6f6af50,2020-04-14,25,1118,683469,66255,0,0
32,e9797965-0f2d-4718-8833-391dedf26f21,2020-08-09,7,1409,445908,76756,0,1
32,1152ca17-8270-456b-944f-906532d74352,2023-02-17,7,644,215327,47633,0,1
50,43843151-3f75-423d-9b17-63ab1c15c8b1,2011-10-07,14,4109,2373070,150236,2,0
38,08e27561-e55f-408d-a33e-558715f63bb4,2021-02-26,11,920,422981,44252,0,0
51,72529d4a-3981-4a30-a1cb-ccd2f8a291d3,2014-02-16,4,2396,1617528,117914,1,1
36,a052ffc9-2c97-460e-a6c4-f77772f766d5,2011-06-24,6,4284,1371857,256951,2,1
51,6420c859-a80f-46e3-8c38-06cf3faad58d,2017-01-14,5,2021,1278230,81183,0,1
41,5feeca92-50f8-404d-9b92-af6f7f12fb08,2011-04-29,6,3958,1491670,207733,0,1
42,e108a6e7-f917-4461-976d-93fa99c8cdf3,2004-05-09,2,6315,2074654,262819,6,1
52,3204ab85-8232-4ed4-b9a6-3f384fec6f85,2007-09-27,7,3889,1865025,158307,1,0
37,4e82b02b-b912-4300-a3b8-9a98740aa32a,2020-11-15,14,858,479025,49595,0,0
32,0979902c-38e9-46ab-bdb3-e48d25b00554,2020-01-12,7,1406,716951,49999,0,0
36,5e6c5744-cc9c-494a-b7b9-0ddd853a73a7,2014-09-23,0,2805,1355359,150523,0,1
43,ce2bd011-95fc-4a36-9d70-9ecb84e38d79,2012-07-09,18,2808,1211705,103279,0,0
27,9b187cd1-1d57-4023-9997-83063556dc64,2023-02-16,7,546,258736,43882,0,0
45,b7012bc9-6b69-4f7e-98e2-be04c057e85c,2013-01-01,22,3625,1148345,187926,2,0
35,3ca6176c-1428-465a-af43-1b03ad829965,2016-01-10,13,2136,1340155,99148,0,0
49,44fcc893-faea-4246-8228-0516a0893615,2016-06-02,29,1906,1329190,135366,1,1
20,21b19a96-6310-4951-b6e3-194d1eea1c60,2024-03-01,0,288,127050,13808,0,1
33,4559756d-5051-4fb6-a98f-8c01ea39f41b,2023-04-04,13,567,259097,29085,0,0
